data,ano,mes,gestora,pos_brl_mil,pos_usd_mil,ptax,data_preco_b3,preco_itub4_brl,qtd_itub4,qtd_direta,qtd_cedida,qtd_obrig,valor_direta_mil,valor_cedida_mil,valor_obrig_mil,n_fundos_itub4,pl_mil,n_fundos_gestora,peso_itub4,delta_pos_brl_mil,delta_pos_usd_mil,delta_qtd_itub4
2017-02-24,2017,2,Constellation Asset Management,51286.8615719339,16547.8855134817,3.0993,2017-02-24,40.03,1281210.63132485,1281210.63132485,0,0,51286.8615719339,0,0,8,568782.89,9,0.0901694872923021,-6472.81901412601,-1923.39065730814,-269801.199664939
2017-03-31,2017,3,Constellation Asset Management,52779.8431403635,16658.2007134085,3.1684,2017-03-31,37.9,1392607.99842648,1392607.99842648,0,0,52779.8431403635,0,0,8,567041.91,9,0.0930792631189526,1492.98156842958,110.315199926776,111397.367101623
2017-04-28,2017,4,Constellation Asset Management,64967.7619881173,20312.5819122428,3.1984,2017-04-28,39.26,1654807.99765963,1654807.99765963,0,0,64967.7619881173,0,0,8,591908.94,9,0.109759724169933,12187.9188477538,3654.38119883428,262199.999233158
2017-05-31,2017,5,Constellation Asset Management,55409.6374235777,17082.2324578653,3.2437,2017-05-31,35.55,1558639.58997406,1558639.58997406,0,0,55409.6374235777,0,0,8,579115.63,9,0.0956797477967875,-9558.12456453958,-3230.34945437746,-96168.407685579
2017-06-30,2017,6,Constellation Asset Management,55176.7440197082,16678.7812162832,3.3082,2017-06-30,36.75,1501408.00053628,1341408.00043056,160000.000105723,0,49296.7440158229,5880.00000388531,0,8,605986.06,9,0.0910528272213196,-232.893403869464,-403.451241582061,-57231.5894377779
2017-07-31,2017,7,Constellation Asset Management,55315.7289672273,17668.8053685206,3.1307,2017-07-31,37.32,1482200.66900395,1178060.26587763,304140.403126322,0,43965.209122553,11350.5198446743,0,8,644801.64,9,0.0857872026616237,138.984947519093,990.024152237318,-19207.3315323305
2017-08-31,2017,8,Constellation Asset Management,48527.7686326258,15419.8368760528,3.1471,2017-08-31,40.35,1202670.8459139,1140083.24169478,62587.6042191205,0,46002.3588023843,2525.40983024151,0,6,685445.63,9,0.0707974002732001,-6787.96033460153,-2248.96849246776,-279529.823090049
2017-09-29,2017,9,Constellation Asset Management,47302.2232130117,14931.2573273396,3.168,2017-09-29,43.35,1091170.08565194,1091170.08565194,0,0,47302.2232130117,0,0,6,750233.57,9,0.0630499955007501,-1225.54541961409,-488.579548713256,-111500.760261956
2017-10-31,2017,10,Constellation Asset Management,27165.8659173912,8290.11136055151,3.2769,2017-10-31,42.05,646037.239414774,645165.405323524,871.834091249736,0,27129.2052938542,36.6606235370514,0,7,827425.34,10,0.0328318031901117,-20136.3572956204,-6641.14596678804,-445132.846237168
2017-11-30,2017,11,Constellation Asset Management,23373.2349737236,7166.18683275802,3.2616,2017-11-30,41.27,566349.284558361,564971.648298348,1377.63626001328,0,23316.3799252728,56.8550484507479,0,7,867952.36,10,0.0269291680636983,-3792.63094366768,-1123.92452779349,-79687.9548564127
2017-12-29,2017,12,Constellation Asset Management,27247.9950148226,8236.99970218339,3.308,2017-12-28,42.58,639924.730268263,639735.430061827,189.300206435912,0,27239.9346120326,8.06040279004114,0,7,909942.3,10,0.029944750359251,3874.76004109908,1070.81286942537,73575.4457099021
2018-01-31,2018,1,Constellation Asset Management,35183.2491717322,11125.4898721643,3.1624,2018-01-31,52.26,673234.771751478,672408.091144427,826.680607050742,0,35140.0468432078,43.2023285244718,0,7,1042843.96,10,0.0337377887020914,7935.25415690959,2888.49016998087,33310.0414832147
2018-02-28,2018,2,Constellation Asset Management,37008.8458915115,11405.2346425195,3.2449,2018-02-28,50.38,734594.003404358,734072.973680243,521.029724114378,0,36982.5964140107,26.2494775008823,0,7,1147212.68,10,0.0322597950116029,1825.5967197793,279.74477035525,61359.2316528795
2018-03-29,2018,3,Constellation Asset Management,40938.1236294168,12316.6627442737,3.3238,2018-03-29,51.31,797858.5778487,797364.22667652,494.351172180098,0,40912.7584707722,25.3651586445608,0,7,1274575.09,10,0.0321190363365855,3929.27773790526,911.428101754158,63264.5744443424
2018-04-30,2018,4,Constellation Asset Management,15643.0157553103,4493.69904780394,3.4811,2018-04-30,51.01,306665.668600477,306409.213146417,256.455454060069,0,15629.9339625987,13.0817927116041,0,7,1333603.73,10,0.0117298830255299,-25295.1078741065,-7822.96369646972,-491192.909248223
2018-05-30,2018,5,Constellation Asset Management,21419.3422434693,5731.69447242957,3.737,2018-05-30,42.98,498356.031723344,498052.603184472,303.428538871439,0,21406.3008848686,13.0413586006945,0,7,1221020.46,10,0.0175421648900701,5776.32648815899,1237.99542462562,191690.363122867
2018-06-29,2018,6,Constellation Asset Management,37039.9765421031,9606.30129729319,3.8558,2018-06-29,40.34,918194.758108654,916497.624875567,1697.13323308647,0,36971.5141874804,68.4623546227082,0,7,1184691.9,10,0.0312654931987828,15620.6342986338,3874.60682486363,419838.72638531
2018-07-31,2018,7,Constellation Asset Management,56786.7101290459,15123.3615087075,3.7549,2018-07-31,45,1261926.89175658,1260350.09926844,1576.79248813357,0,56715.7544670799,70.9556619660106,0,7,1233880.24,10,0.0460228702009572,19746.7335869428,5517.06021141434,343732.133647922
2018-08-31,2018,8,Constellation Asset Management,45208.2347335552,10932.2744984778,4.1353,2018-08-31,42.27,1069511.11269352,1067284.6511692,2226.46152432436,0,45114.122204922,94.1125286331907,0,7,1125222.98,9,0.0401771342543637,-11578.4753954908,-4191.08701022975,-192415.779063054
2018-09-28,2018,9,Constellation Asset Management,8921.79244304171,2228.27554210687,4.0039,2018-09-28,44.13,202170.687583089,202170.687583089,0,0,8921.79244304171,0,0,7,1107929.5,9,0.00805267162129153,-36286.4422905134,-8703.99895637091,-867340.425110433
2018-10-31,2018,10,Constellation Asset Management,47920.6666450679,12889.8691785426,3.7177,2018-10-31,49.25,973008.459798332,969357.00159865,3651.45819968201,0,47740.8323287335,179.834316334339,0,7,1245379.75,9,0.0384787585032339,38998.8742020261,10661.5936364357,770837.772215243
2018-11-30,2018,11,Constellation Asset Management,58790.6397624237,15217.7257169838,3.8633,2018-11-30,36.02,1632166.56752981,757577.808589219,874588.75894059,0,27287.9526653837,31502.68709704,0,7,1322360.82,9,0.0444588488052933,10869.9731173558,2327.85653844124,659158.107731476
2018-12-31,2018,12,Constellation Asset Management,58431.1952275476,15079.7964353122,3.8748,2018-12-28,35.5,1645949.16133937,687403.214670781,958545.946668588,0,24402.8141208127,34028.3811067349,0,7,1337083.87,9,0.0437004712558141,-359.444534876078,-137.92928167167,13782.5938095613
2019-01-31,2019,1,Constellation Asset Management,68720.5952249474,18817.7647868089,3.6519,2019-01-31,38.78,1772062.79589859,895431.038541054,876631.757357537,0,34724.8156746221,33995.7795503253,0,7,1583177.77,9,0.0434067459303369,10289.3999973997,3737.9683514967,126113.634559222
2019-02-28,2019,2,Constellation Asset Management,43586.4155483244,11658.7977927844,3.7385,2019-02-28,35.23,1237196.01329334,354588.644737408,882607.368555933,0,12492.1579540989,31094.2575942255,0,7,1720517.04,9,0.0253333239572707,-25134.1796766229,-7158.9669940245,-534866.78260525
2019-03-29,2019,3,Constellation Asset Management,1407.69198085577,361.252336812115,3.8967,2019-03-29,34.43,40885.6224471614,38189.8494080418,2695.77303911956,0,1314.87651511888,92.8154657368863,0,1,2027952.11,9,0.000694144587495099,-42178.7235674687,-11297.5454559723,-1196310.39084618
2019-04-30,2019,4,Constellation Asset Management,1396.5891738841,353.988080471473,3.9453,2019-04-30,33.83,41282.5649980522,39869.256268852,1413.30872920016,0,1348.77693957526,47.8122343088413,0,1,2205300.84,9,0.000633287372204558,-11.1028069716624,-7.26425634064106,396.942550890766
